giocatore,squadra,ruolo,ruolo_fine,minuti,TPI_totale,TPI_casa,TPI_trasferta,TPI_vs_top6,TPI_vs_forti,TPI_ext_totale,totale_output_adj,totale_centralita,totale_boost_ratio,totale_consistenza,casa_output_adj,trasferta_output_adj,vs_top6_output_adj,vs_forti_output_adj,goal_tot,xg_tot_conv,conv_ratio,finishing_quality,goal_minus_xg,xg_p90,xa_p90,sos,form_ewma,form_trend,eta,eta_index,partite_disponibili,partite_giocate,n_infortuni,giorni_out,affidabilita_fisica,rank_TPI,rank_TPI_ext,rank_output_adj,rank_conv,rank_eta,rank_affidabilita,z_totale_output_adj,z_totale_centralita,z_totale_boost_ratio,z_totale_consistenza,z_conv_ratio,z_finishing,z_eta_index,z_affidabilita_fisica
Pascal Groß,Brighton,CEN,MEDIANO,450.0,1.582,1.7652,1.7652,1.757,1.7652,1.1709,0.2921,22.0304,,,,,,,2,0.99,2.02,1.0151,1.01,0.198,0.466,1.0173,0.6625,-0.002,35.27,0.1019,5,5,0,0,,1,1,82,6,266,137,3.0,2.3931,,,1.2362,2.7127,-1.9315,
Erling Haaland,Manchester City,ATT,CENTRAVANTI,450.0,1.465,0.7847,0.7847,0.792,0.7847,1.0367,0.6041,32.7857,,,,,,,5,4.76,1.05,0.11,0.24,0.952,0.126,1.0189,1.0972,0.018,26.17,0.5649,5,5,0,0,,2,2,1,37,130,137,3.0,2.7688,,,0.4277,0.4073,0.0462,
Mathis Cherki,Manchester City,ATT,TREQUARTISTA,313.0,1.2397,1.6929,1.6929,1.7025,1.6929,1.026,0.54,22.0655,,,,,,,3,1.06,2.83,1.8843,1.94,0.305,0.5348,1.0189,0.9509,-0.052,23.1,0.7498,5,5,0,0,,3,3,11,1,35,137,1.4824,0.4398,,,3.0,2.8369,1.0731,
Cole Palmer,Chelsea,ATT,TREQUARTISTA,445.0,0.9514,0.4724,0.4724,0.4798,0.4724,0.7606,0.5461,27.7625,,,,,,,2,1.81,1.105,0.1412,0.19,0.366,0.3721,0.9582,0.7439,0.001,24.38,0.7089,5,5,0,0,,4,5,8,33,74,137,1.6639,1.6775,,,0.5111,0.45,0.8459,
Alex Iwobi,Fulham,CEN,MEDIANO,416.0,0.9239,0.0647,0.0647,0.0558,0.0647,0.5698,0.2522,22.3611,,,,,,,0,0.68,0.0,-0.8246,-0.68,0.147,0.3505,1.0593,0.6743,0.237,30.38,0.219,5,5,0,0,,5,14,83,77,241,137,2.3582,2.5008,,,-0.9942,-1.3283,-1.3817,
Bryan Mbeumo,Manchester United,ATT,ALA,450.0,0.9075,0.0357,0.0357,0.0429,0.0357,0.5013,0.5503,27.6469,,,,,,,2,2.87,0.697,-0.5135,-0.87,0.574,0.242,1.0342,0.7538,-0.076,27.12,0.4736,5,5,0,0,,6,20,6,50,167,137,1.7903,1.6523,,,-0.1076,-0.4465,-0.4608,
Leif Davis,Ipswich,DIF,TERZINO,450.0,0.9054,0.6447,0.6447,0.6471,0.6447,0.6438,0.2132,24.0224,,,,,,,2,1.76,1.136,0.1809,0.24,0.352,0.134,0.9836,0.458,-0.058,26.72,0.5127,5,5,0,0,,7,12,94,29,149,137,3.0,3.0,,,0.6338,0.9245,0.0721,
Morgan Rogers,Chelsea,ATT,TREQUARTISTA,444.0,0.8883,1.0813,1.0813,1.0886,1.0813,0.7266,0.53,25.9002,,,,,,,3,1.45,2.069,1.2872,1.55,0.294,0.3669,0.9582,0.5617,-0.154,24.16,0.7206,5,5,0,0,,8,7,16,5,62,137,1.182,1.2729,,,1.9728,2.0193,0.9109,
Alexander Isak,Liverpool,ATT,CENTRAVANTI,417.0,0.882,0.5691,0.5691,0.5769,0.5691,0.654,0.5514,29.8557,,,,,,,4,3.73,1.072,0.1398,0.27,0.805,0.0324,1.029,0.8583,0.059,27.0,0.4862,5,5,0,0,,9,10,5,35,159,137,1.8236,2.1322,,,0.461,0.4481,-0.3908,
João Pedro,Chelsea,ATT,CENTRAVANTI,360.0,0.8379,0.3994,0.3994,0.4074,0.3994,0.7045,0.5495,27.093,,,,,,,3,2.52,1.19,0.3024,0.48,0.63,0.1875,0.9687,0.56,,24.99,0.6679,5,4,1,0,,10,8,7,25,92,137,1.7664,1.532,,,0.64,0.6707,0.6182,
Conor Gallagher,Tottenham,CEN,TREQUARTISTA,133.0,0.7911,0.7499,0.7499,0.7271,0.7499,0.6591,,,,,,,,,1,0.4,,0.9487,0.6,0.271,0.0,0.9521,34.2,,26.62,0.5222,5,3,0,0,,11,9,245,184,142,137,,,,,,2.5669,0.0419,
Marcus Tavernier,Bournemouth,ATT,ALA,434.0,0.7737,0.9351,0.9351,1.0059,0.9351,0.545,0.5322,26.5393,,,,,0.6132,,3,1.7,1.765,0.9971,1.3,0.353,0.3048,0.9328,0.6221,-0.03,27.5,0.4347,5,5,0,0,,12,18,14,14,176,137,1.2485,1.4117,,,1.5119,1.622,-0.6768,
Dan Ndoye,Nottingham Forest,ATT,TREQUARTISTA,332.0,0.7651,-0.0228,-0.0228,-0.0137,-0.0228,0.4389,0.5557,27.3625,,,,,,,1,1.74,0.575,-0.561,-0.74,0.472,0.4608,1.0266,0.7213,-0.16,25.91,0.5893,5,5,0,0,,13,27,3,55,122,137,1.951,1.5906,,,-0.2926,-0.5115,0.1817,
Mohamed Belloumi,Hull,CEN,ESTERNO_C,408.0,0.7575,1.4095,1.4095,1.4004,1.4095,0.5641,0.2172,20.4392,,,,,,,2,0.95,2.105,1.0773,1.05,0.21,0.1125,1.132,0.3711,0.091,24.31,0.7128,5,5,0,0,,14,15,92,4,70,137,0.7912,1.8749,,,1.33,2.8493,0.9368,
Brian Brobbey,Sunderland,ATT,CENTRAVANTI,404.0,0.7452,0.5825,0.5825,0.5905,0.5825,0.7527,0.545,25.7981,,,,,,,3,2.92,1.027,0.0468,0.08,0.65,0.1359,0.9991,0.9455,0.265,24.64,0.6928,5,5,0,0,,15,6,9,38,82,137,1.6306,1.2507,,,0.3928,0.3207,0.7565,
Thierno Barry,Everton,ATT,CENTRAVANTI,425.0,0.7345,-0.1444,-0.1444,-0.1367,-0.1444,0.5466,0.5539,31.021,,,,,,,2,3.85,0.519,-0.9428,-1.85,0.815,0.0635,1.0693,0.8712,-0.032,23.92,0.7313,5,5,0,0,,16,17,4,57,56,137,1.8982,2.3854,,,-0.3775,-1.0343,0.9703,
Anthony Elanga,Newcastle United,ATT,ALA,241.0,0.7218,0.727,0.727,0.747,0.727,0.653,,,,,,,,,2,0.42,,2.438,1.58,0.157,0.2539,0.9424,0.6222,,24.4,0.7077,5,3,0,0,,17,11,245,184,75,137,,,,,,3.0,0.8393,
Malick Yalcouyé,Brighton,ATT,TREQUARTISTA,237.0,0.7092,1.0904,1.0904,1.1014,1.0904,0.7679,0.5378,18.3346,,,,,,,2,1.44,1.389,0.4667,0.56,0.547,0.3646,1.0173,5.7536,0.426,20.84,0.7626,5,5,0,0,,18,4,12,22,23,137,1.4152,-0.3708,,,0.9417,0.8957,1.1441,
Tyrick Mitchell,Crystal Palace,DIF,QUINTO,430.0,0.6941,0.854,0.854,0.8565,0.854,0.4704,0.1794,19.2708,,,,,,,2,1.03,1.942,0.9558,0.97,0.216,0.1214,1.0154,0.2289,-0.342,27.06,0.4799,5,5,0,0,,19,22,132,7,163,137,1.9012,2.0433,,,1.831,2.7022,-0.0808,
Phil Foden,Manchester City,CEN,ALA,219.0,0.686,-0.8508,-0.8508,-0.8631,-0.8508,0.4168,0.3067,24.6122,,,,,,,0,1.56,0.0,-1.249,-1.56,0.641,0.5301,1.0031,0.1636,,26.32,0.5507,5,4,0,0,,20,30,81,77,134,137,3.0,3.0,,,-0.9942,-2.2605,0.1757,
Pedro Neto,Chelsea,DIF,QUINTO,343.0,0.6507,0.3635,0.3635,0.3665,0.3635,0.4258,0.2003,19.0719,,,,,,,1,1.07,0.935,-0.0677,-0.07,0.281,0.1994,0.9582,0.3769,-0.283,26.54,0.5298,5,5,0,0,,21,28,104,41,139,137,2.9762,1.9633,,,0.3352,0.3542,0.1519,
Lewis Hall,Newcastle United,DIF,TERZINO,450.0,0.6216,0.9849,0.9849,0.9873,0.9849,0.5559,0.1625,18.4907,,,,,,,1,0.32,,1.2021,0.68,0.064,0.152,0.8979,0.2619,0.212,22.03,0.7778,5,5,0,0,,22,16,149,184,4,137,1.0312,1.7297,,,,3.0,1.3083,
Josko Gvardiol,Manchester City,DIF,TERZINO,436.0,0.609,0.9133,0.9133,0.9158,0.9133,0.4936,0.1649,14.8609,,,,,,,1,0.44,,0.8442,0.56,0.091,0.1693,1.0189,0.3376,0.326,24.66,0.6915,5,5,0,0,,23,21,146,184,84,137,1.1536,0.2705,,,,2.4462,0.9059,
Emersonn,Ipswich,ATT,CENTRAVANTI,334.0,0.576,0.6335,0.6335,0.6427,0.6335,0.6254,0.5202,24.2839,,,,,,,2,1.36,1.471,0.5488,0.64,0.366,0.3018,0.9836,0.6705,-0.055,22.18,0.7761,5,5,0,0,,24,13,18,18,10,137,0.8877,0.9217,,,1.0661,1.0081,1.2191,
Keane Lewis-Potter,Brentford,DIF,TERZINO,418.0,0.5697,0.3156,0.3156,0.3182,0.3156,0.4154,0.192,18.0953,,,,,,,1,1.15,0.87,-0.1399,-0.15,0.248,0.1636,1.0208,0.3552,-0.082,25.58,0.6191,5,5,0,0,,25,31,108,47,109,137,2.5473,1.5707,,,0.2386,0.1885,0.5683,
Jayden Bogle,Leeds,DIF,QUINTO,376.0,0.5637,0.7135,0.7135,0.7163,0.7135,0.4117,0.173,18.0695,,,,,,,2,1.26,1.587,0.6592,0.74,0.302,0.012,0.9901,0.2912,-0.186,26.15,0.5668,5,5,0,0,,26,32,138,17,129,137,1.5712,1.5604,,,1.3037,2.0217,0.3244,
Dominik Szoboszlai,Liverpool,CEN,MEDIANO,441.0,0.56,-0.1984,-0.1984,-0.2068,-0.1984,0.3381,0.2372,20.1739,,,,,,,0,0.5,0.0,-0.7071,-0.5,0.102,0.2898,1.029,0.3822,-0.012,25.91,0.5893,5,5,0,0,,27,40,86,77,122,137,1.6838,1.7885,,,-0.9942,-1.0702,0.3569,
Martin Odegaard,Arsenal,ATT,TREQUARTISTA,391.0,0.5484,0.8248,0.8248,0.833,0.8248,0.3225,0.5116,24.3499,,,,,,,2,1.08,1.852,0.8853,0.92,0.249,0.4535,1.1546,0.6095,-0.099,27.76,0.409,5,5,0,0,,28,41,22,8,186,137,0.6306,0.9361,,,1.6438,1.4689,-0.8195,
Marc Guehi,Manchester City,DIF,CENTRALE,450.0,0.5393,0.5796,0.5796,0.582,0.5796,0.4653,0.1654,15.0345,,,,,,,1,0.71,1.408,0.3442,0.29,0.142,0.118,1.0189,0.3144,0.209,26.19,0.5631,5,5,0,0,,29,23,144,21,131,137,1.1815,0.3403,,,1.0378,1.2991,0.3071,
Igor Jesus,Nottingham Forest,ATT,CENTRAVANTI,251.0,0.527,0.3393,0.3393,0.35,0.3393,0.4623,0.534,22.3822,,,,,,,1,2.25,0.444,-0.8333,-1.25,0.807,0.061,1.0266,1.527,0.044,25.57,0.62,5,5,0,0,,30,24,13,58,108,137,1.3025,0.5086,,,-0.4913,-0.8844,0.3522,
Bukayo Saka,Arsenal,ATT,ALA,422.0,0.5238,-0.0796,-0.0796,-0.0719,-0.0796,0.3972,0.5322,28.0393,,,,,,,2,3.53,0.567,-0.8143,-1.53,0.753,0.0661,1.1546,0.8476,0.019,25.04,0.6641,5,5,0,0,,31,34,15,56,93,137,1.2467,1.7376,,,-0.3047,-0.8584,0.5971,
Chema Andres,Brighton,CEN,MEDIANO,110.0,0.5215,0.4835,0.4835,0.4625,0.4835,0.5158,,,,,,,,,1,0.55,1.818,0.6068,0.45,0.45,0.0164,0.8583,0.5651,,21.41,0.7756,5,2,0,0,,32,19,245,10,14,137,,,,,1.0131,1.8159,1.2317,
Bruno Fernandes,Manchester United,ATT,TREQUARTISTA,450.0,0.5152,0.0363,0.0363,0.0435,0.0363,0.2134,0.5143,23.5291,,,,,,,2,2.3,0.87,-0.1978,-0.3,0.46,0.17,1.0342,0.5253,-0.166,32.04,0.1591,5,5,0,0,,33,60,21,47,251,137,0.7124,0.7577,,,0.1547,-0.0142,-2.2073,
Eddie Nketiah,Crystal Palace,ATT,TREQUARTISTA,186.0,0.5118,-0.9159,-0.9159,-0.9043,-0.9159,0.2043,0.5914,28.1773,,,,,,,0,1.35,0.0,-1.1619,-1.35,0.653,0.8419,0.9541,0.0,,27.31,0.454,5,4,0,0,,34,62,2,77,170,137,3.0,1.7676,,,-1.1645,-1.3344,-0.5696,
Dominic Calvert-Lewin,Leeds,ATT,CENTRAVANTI,424.0,0.489,-0.1574,-0.1574,-0.1497,-0.1574,0.2042,0.5401,29.4604,,,,,,,2,3.34,0.599,-0.7332,-1.34,0.709,0.034,0.9901,0.7049,-0.083,29.52,0.2668,5,5,0,0,,35,63,10,54,229,137,1.4862,2.0463,,,-0.2562,-0.7473,-1.6092,
Romeo Lavia,Chelsea,CEN,MEZZALA,273.0,0.4855,-0.208,-0.208,-0.219,-0.208,0.4406,0.2386,17.8195,,,,,,,1,1.23,0.813,-0.2074,-0.23,0.405,0.0593,0.9687,0.0,,22.71,0.7626,5,4,0,0,,36,26,85,49,23,137,1.7469,1.0217,,,-0.0966,0.0274,1.1706,
Bruno Guimarães,Arsenal,CEN,MEDIANO,122.0,0.4677,0.4265,0.4265,0.4037,0.4265,0.3686,,,,,,,,,1,0.08,,3.2527,0.92,0.059,0.0,1.1547,0.0,,28.85,0.3139,5,3,0,0,,37,35,245,184,210,137,,,,,,3.0,-0.9361,
Ainsley Maitland-Niles,Everton,DIF,TERZINO,177.0,0.4595,0.4529,0.4529,0.4595,0.4529,0.402,,,,,,,,,1,0.05,,4.2485,0.95,0.025,0.2186,1.0887,0.35,,29.06,0.2981,5,3,0,0,,38,33,245,184,221,137,,,,,,3.0,-0.9286,
Nordi Mukiele,Sunderland,DIF,TERZINO,360.0,0.4538,-0.1784,-0.1784,-0.1758,-0.1784,0.2136,0.1861,17.5363,,,,,,,0,1.13,0.0,-1.063,-1.13,0.283,0.0925,0.9339,0.42,,28.89,0.3108,5,4,0,0,,39,59,117,77,212,137,2.2447,1.346,,,-1.0536,-1.9292,-0.8693,
Johan Manzambi,Aston Villa,ATT,TREQUARTISTA,103.0,0.4366,0.4414,0.4414,0.4599,0.4414,0.459,,,,,,,,,1,0.86,1.163,0.151,0.14,0.751,0.3757,0.8682,1.4512,,20.94,0.7655,5,2,0,0,,40,25,245,27,22,137,,,,,0.599,0.4634,1.1602,
Vitaly Janelt,Brentford,CEN,MEDIANO,450.0,0.4335,1.3003,1.3003,1.2921,1.3003,0.1356,0.2019,14.1867,,,,,,,2,0.86,2.326,1.2293,1.14,0.172,0.034,1.0208,0.2063,0.001,28.37,0.3531,5,5,0,0,,41,75,103,2,194,137,0.1072,-0.1613,,,1.574,3.0,-0.7521,
Jay Dasilva,Coventry,DIF,QUINTO,446.0,0.4266,0.8144,0.8144,0.8168,0.8144,0.2398,0.1553,17.6374,,,,,,,1,0.4,,0.9487,0.6,0.081,0.0868,0.818,0.1916,0.152,28.42,0.3488,5,5,0,0,,42,50,156,184,195,137,0.6582,1.3867,,,,2.6859,-0.6921,
Ao Tanaka,Leeds,CEN,MEZZALA,257.0,0.4229,-0.578,-0.578,-0.5894,-0.578,0.1469,0.2482,20.9707,,,,,,,0,0.8,0.0,-0.8944,-0.8,0.28,0.3397,1.0844,0.1721,,28.03,0.3835,5,4,0,0,,43,74,84,77,191,137,2.1757,2.048,,,-0.9942,-1.4816,-0.6093,
Antoine Semenyo,Manchester City,ATT,ALA,450.0,0.409,1.348,1.348,1.3553,1.348,0.1212,0.464,17.2914,,,,,,,2,0.4,,2.5298,1.6,0.08,0.284,1.0189,0.3215,-0.117,26.7,0.5145,5,5,0,0,,44,79,60,184,148,137,-0.7962,-0.5974,,,,3.0,-0.2337,
Riccardo Calafiori,Arsenal,DIF,TERZINO,424.0,0.407,-0.2117,-0.2117,-0.2091,-0.2117,0.2228,0.1834,19.1195,,,,,,,0,0.81,0.0,-0.9,-0.81,0.172,0.2377,1.1546,0.305,-0.272,24.34,0.7111,5,5,0,0,,45,58,122,77,72,137,2.1047,1.9824,,,-1.0536,-1.5552,0.9973,
Granit Xhaka,Sunderland,CEN,MEDIANO,450.0,0.3929,0.1094,0.1094,0.1011,0.1094,0.2242,0.2204,16.4648,,,,,,,0,0.06,,-0.2449,-0.06,0.012,0.282,0.9991,0.2874,-0.022,33.98,0.1203,5,5,0,0,,46,57,89,184,263,137,0.9352,0.5806,,,,-0.0549,-1.8451,
Alex Scott,Bournemouth,CEN,MEDIANO,449.0,0.3816,0.7028,0.7028,-0.2107,0.7028,0.2405,0.211,16.4889,,,,,0.145,,1,0.61,1.639,0.4993,0.39,0.122,0.1082,0.9328,0.2099,-0.091,23.09,0.7498,5,5,0,0,,47,49,97,16,35,137,0.5119,0.5884,,,0.8155,1.5797,1.1105,
Merlin Röhl,Everton,DIF,TERZINO,257.0,0.3786,0.3719,0.3719,0.3786,0.3719,0.3468,,,,,,,,,0,0.0,,,0.0,0.0,0.1506,0.9874,0.3923,,24.21,0.7181,5,3,0,0,,48,37,245,184,64,137,,,,,,,1.0299,
Anan Khalaili,Crystal Palace,DIF,QUINTO,377.0,0.3784,0.37,0.37,0.3727,0.37,0.4201,0.1634,16.7177,,,,,,,1,0.91,1.099,0.0943,0.09,0.217,0.0477,1.0154,0.2866,0.01,22.05,0.7776,5,5,0,0,,49,29,147,34,5,137,1.0782,1.017,,,0.5788,0.7258,1.3074,
Jorrel Hato,Chelsea,DIF,QUINTO,269.0,0.3659,-0.1061,-0.1061,-0.1029,-0.1061,0.309,0.1805,17.0217,,,,,,,0,0.03,,-0.1732,-0.03,0.01,0.4082,0.9687,0.0,,20.54,0.7526,5,4,0,0,,50,42,128,184,30,137,1.9582,1.1392,,,,0.1121,1.1908,
Trai Hume,Sunderland,DIF,ALA,196.0,0.3604,0.277,0.277,0.2807,0.277,0.3395,0.1694,15.6693,,,,,,,0,0.15,,-0.3873,-0.15,0.069,0.3765,1.0822,1.5,,24.51,0.7011,5,4,0,0,,51,38,140,184,77,137,1.3839,0.5955,,,,-0.379,0.9506,
Andrew Robertson,Tottenham,DIF,TERZINO,367.0,0.3341,0.1242,0.1242,0.127,0.1242,0.2251,0.169,18.766,,,,,,,0,0.1,,-0.3162,-0.1,0.025,0.2649,0.9757,0.2882,0.19,32.53,0.1471,5,5,0,0,,52,56,142,184,253,137,1.3653,1.8403,,,,-0.2159,-1.6327,
Jan Paul van Hecke,Tottenham,DIF,CENTRALE,450.0,0.3297,0.2429,0.2429,0.2453,0.2429,0.2739,0.1615,18.5977,,,,,,,1,1.04,0.962,-0.0392,-0.04,0.208,0.022,0.9757,0.2328,0.012,26.29,0.5536,5,5,0,0,,53,45,150,40,133,137,0.9808,1.7727,,,0.3753,0.4195,0.2628,
Lucas Gourna Douath,Hull,CEN,MEZZALA,132.0,0.3223,0.2811,0.2811,0.2583,0.2811,0.3393,,,,,,,,,0,0.01,,-0.1,-0.01,0.007,0.0682,1.173,0.6429,,23.13,0.7496,5,3,0,0,,54,39,245,184,37,137,,,,,,0.2633,1.1096,
Cody Gakpo,Liverpool,ATT,ALA,373.0,0.316,0.5109,0.5109,0.5194,0.5109,0.1916,0.4942,21.4582,,,,,,,1,0.54,1.852,0.626,0.46,0.13,0.3957,1.029,0.4579,-0.078,27.38,0.4468,5,5,0,0,,55,67,31,8,173,137,0.1084,0.3078,,,1.6438,1.1139,-0.6096,
James McAtee,Nottingham Forest,CEN,MEZZALA,426.0,0.3152,-0.1957,-0.1957,-0.2044,-0.1957,0.2537,0.2208,17.6949,,,,,,,0,0.32,,-0.5657,-0.32,0.068,0.2408,1.0266,0.2808,-0.075,23.93,0.7309,5,5,0,0,,56,48,88,184,58,137,0.9518,0.9812,,,,-0.7596,1.0218,
Yasin Ayari,Brighton,CEN,MEDIANO,339.0,0.2978,0.5848,0.5848,0.5753,0.5848,0.3492,0.2148,13.7829,,,,,,,1,0.88,1.136,0.1279,0.12,0.234,0.0372,0.957,0.41,,22.96,0.752,5,4,0,0,,57,36,93,29,32,137,0.6835,-0.2928,,,0.2601,0.7639,1.1209,
Anton Stach,Leeds,CEN,MEZZALA,450.0,0.2916,0.209,0.209,0.2007,0.209,0.1978,0.2185,18.5897,,,,,,,1,1.12,0.893,-0.1134,-0.12,0.224,0.058,0.9901,0.2696,-0.044,27.85,0.4004,5,5,0,0,,58,66,90,45,187,137,0.8501,1.2726,,,-0.0082,0.2339,-0.53,
Ryan Christie,Bournemouth,CEN,TREQUARTISTA,95.0,0.2904,0.0739,0.0739,0.0585,0.0739,0.1995,0.231,15.1825,,,,,,,0,0.7,0.0,-0.8367,-0.7,0.663,0.0758,0.9467,0.84,,31.58,0.1723,5,4,0,0,,59,65,87,77,249,137,1.407,0.163,,,-0.9942,-1.3549,-1.601,
Gonzalo García,Fulham,ATT,CENTRAVANTI,428.0,0.2874,-0.2885,-0.2885,-0.2808,-0.2885,0.3021,0.515,26.4185,,,,,,,1,2.53,0.395,-0.9619,-1.53,0.532,0.122,1.0593,0.7302,0.107,23.62,0.7414,5,5,0,0,,60,43,20,60,51,137,0.7322,1.3855,,,-0.5656,-1.0605,1.0264,
Jack Rudoni,Coventry,ATT,TREQUARTISTA,304.0,0.2604,-0.207,-0.207,-0.1973,-0.207,0.2293,0.5259,24.7063,,,,,,,0,1.44,0.0,-1.2,-1.44,0.426,0.1747,0.818,0.9669,0.075,25.27,0.6457,5,5,0,0,,61,54,17,77,101,137,1.0591,1.0135,,,-1.1645,-1.3865,0.495,
Michael Kayode,Brentford,DIF,TERZINO,304.0,0.2495,0.4264,0.4264,0.4296,0.4264,0.2822,0.1634,13.9646,,,,,,,1,0.86,1.163,0.151,0.14,0.255,0.0355,1.0208,0.3305,0.111,22.2,0.7758,5,5,0,0,,62,44,148,27,11,137,1.0765,-0.0897,,,0.6739,0.8559,1.299,
Rio Ngumoha,Liverpool,ATT,ALA,97.0,0.2427,0.2479,0.2479,0.268,0.2479,0.2731,,,,,,,,,0,0.39,,-0.6245,-0.39,0.362,0.0,1.0098,1.8,,18.06,0.6501,5,3,0,0,,63,46,245,184,96,137,,,,,,-0.5985,0.5194,
Joe Willock,Newcastle United,ATT,TREQUARTISTA,292.0,0.2245,0.8411,0.8411,0.851,0.8411,0.0829,0.4792,19.1177,,,,,,,2,0.87,2.299,1.2115,1.13,0.268,0.0986,0.8979,0.4597,0.033,27.09,0.4768,5,5,0,0,,64,88,48,3,165,137,-0.3408,-0.2007,,,2.3216,1.9156,-0.443,
Semi Ajayi,Hull,DIF,CENTRALE,426.0,0.2244,0.3538,0.3538,0.3563,0.3538,0.1616,0.1495,17.5628,,,,,,,1,0.95,1.053,0.0513,0.05,0.201,0.0,1.132,0.2838,0.174,32.87,0.1399,5,5,0,0,,65,70,163,36,257,137,0.3645,1.3567,,,0.5105,0.6272,-1.6663,
Elliot Anderson,Manchester City,CEN,MEDIANO,418.0,0.2139,-0.0124,-0.0124,-0.0213,-0.0124,0.2293,0.2033,13.689,,,,,,,0,0.09,,-0.3,-0.09,0.019,0.1938,1.0189,0.2331,-0.05,23.87,0.7333,5,5,0,0,,66,54,98,184,55,137,0.1697,-0.3234,,,,-0.176,1.0331,
Jeremie Frimpong,Liverpool,DIF,TERZINO,181.0,0.2122,0.2056,0.2056,0.2122,0.2056,0.2026,,,,,,,,,0,0.01,,-0.1,-0.01,0.005,0.2735,1.0098,2.1176,,25.78,0.6012,5,3,0,0,,67,64,245,184,119,137,,,,,,0.2801,0.4848,
Kiernan Dewsbury-Hall,Everton,ATT,TREQUARTISTA,450.0,0.1984,-0.0457,-0.0457,-0.0385,-0.0457,0.1168,0.4909,23.5532,,,,,,,1,1.46,0.685,-0.3807,-0.46,0.292,0.234,1.0693,0.5709,0.085,28.04,0.3825,5,5,0,0,,68,80,35,51,192,137,0.0102,0.763,,,-0.1258,-0.2646,-0.9667,
Matheus Cunha,Manchester United,ATT,CENTRAVANTI,417.0,0.1941,0.5503,0.5503,0.558,0.5503,0.1091,0.489,19.8098,,,,,,,1,0.56,1.786,0.588,0.44,0.121,0.3777,1.0342,0.5125,0.04,27.32,0.4529,5,5,0,0,,69,81,37,12,171,137,-0.0454,-0.0503,,,1.5437,1.0618,-0.5757,
Nico O'Reilly,Manchester City,DIF,MEDIANO,162.0,0.1897,0.0314,0.0314,0.0354,0.0314,0.2326,0.1666,14.1199,,,,,,,0,0.72,0.0,-0.8485,-0.72,0.4,0.0333,1.0111,49.5,,21.5,0.7767,5,4,0,0,,70,52,143,77,8,137,1.2401,-0.0273,,,-1.0536,-1.4371,1.3032,
Ryan John Giles,Hull,DIF,TERZINO,447.0,0.1879,0.1263,0.1263,0.1287,0.1263,0.1593,0.1527,18.296,,,,,,,0,0.03,,-0.1732,-0.03,0.006,0.2114,1.132,0.2054,-0.051,26.65,0.5193,5,5,0,0,,71,71,157,184,145,137,0.5293,1.6514,,,,0.1121,0.1029,
Morgan Gibbs-White,Nottingham Forest,ATT,TREQUARTISTA,450.0,0.1862,-0.3459,-0.3459,-0.3386,-0.3459,0.0995,0.5004,24.0911,,,,,,,0,0.69,0.0,-0.8307,-0.69,0.138,0.416,1.0266,0.5786,0.044,26.65,0.5193,5,5,0,0,,72,85,26,77,145,137,0.296,0.8798,,,-1.1645,-0.8808,-0.207,
Neco Williams,Nottingham Forest,DIF,QUINTO,450.0,0.1819,-0.1932,-0.1932,-0.1908,-0.1932,0.1021,0.1565,15.8395,,,,,,,0,0.46,,-0.6782,-0.46,0.092,0.124,1.0266,0.2037,-0.057,25.44,0.6313,5,5,0,0,,73,83,153,184,105,137,0.7204,0.6639,,,,-1.0464,0.6252,
James Tarkowski,Everton,DIF,CENTRALE,450.0,0.1806,0.8339,0.8339,0.8363,0.8339,0.0099,0.1335,13.1376,,,,,,,1,0.15,,2.1947,0.85,0.03,0.072,1.0693,0.1327,0.301,33.84,0.1225,5,5,0,0,,74,112,184,184,261,137,-0.4632,-0.4222,,,,3.0,-1.7474,
Maxim De Cuyper,Brighton,ATT,ALA,431.0,0.1798,0.0027,0.0027,0.0102,0.0027,0.2324,0.5009,19.3389,,,,,,,1,1.47,0.68,-0.3876,-0.47,0.307,0.2464,1.0173,0.627,0.106,25.75,0.6039,5,5,0,0,,75,53,25,52,117,137,0.3109,-0.1526,,,-0.1334,-0.2741,0.2628,
Boubacar Kamara,Aston Villa,CEN,MEDIANO,450.0,0.1733,0.0266,0.0266,0.0184,0.0266,0.2351,0.2022,17.9172,,,,,,,0,0.08,,-0.2828,-0.08,0.016,0.16,0.8672,0.2505,0.423,26.83,0.5022,5,5,0,0,,76,51,102,184,154,137,0.117,1.0536,,,,-0.1382,-0.052,
Ross Barkley,Aston Villa,CEN,MEDIANO,316.0,0.1675,-0.3403,-0.3403,-0.3511,-0.3403,-0.0354,0.213,17.6818,,,,,,,0,0.32,,-0.5657,-0.32,0.091,0.1481,0.8672,0.1479,-0.17,32.79,0.1415,5,5,0,0,,77,128,95,184,256,137,0.6028,0.9769,,,,-0.7596,-1.7456,
Nobel Mendy,Hull,DIF,CENTRALE,260.0,0.149,0.3223,0.3223,0.3256,0.3223,0.2049,0.1466,16.4377,,,,,,,1,0.56,1.786,0.588,0.44,0.194,0.0,1.1295,0.0,,22.05,0.7776,5,4,0,0,,78,61,167,12,5,137,0.2123,0.9044,,,1.5992,1.8584,1.3074,
