giocatore,squadra,ruolo,ruolo_fine,minuti,TPI_totale,TPI_casa,TPI_trasferta,TPI_vs_top6,TPI_vs_forti,TPI_ext_totale,totale_output_adj,totale_centralita,totale_boost_ratio,totale_consistenza,casa_output_adj,trasferta_output_adj,vs_top6_output_adj,vs_forti_output_adj,goal_tot,xg_tot_conv,conv_ratio,finishing_quality,goal_minus_xg,xg_p90,xa_p90,sos,form_ewma,form_trend,eta,eta_index,partite_disponibili,partite_giocate,n_infortuni,giorni_out,affidabilita_fisica,rank_TPI,rank_TPI_ext,rank_output_adj,rank_conv,rank_eta,rank_affidabilita,z_totale_output_adj,z_totale_centralita,z_totale_boost_ratio,z_totale_consistenza,z_conv_ratio,z_finishing,z_eta_index,z_affidabilita_fisica
Matthew Cash,Aston Villa,DIF,TERZINO,3040.0,0.392,0.0919,0.6846,0.4554,0.7067,0.2023,0.1284,10.0164,,0.4466,0.1026,0.1528,0.1367,0.1948,3,1.24,2.419,1.5805,1.76,0.037,0.095,1.0197,0.0933,-0.283,28.79,0.3185,38,35,0,0,0.9605,62,101,248,3,264,65,0.0985,0.3459,,1.3911,3.0,3.0,-0.7953,1.1158
Marc Cucurella,Chelsea,DIF,TERZINO,2714.0,0.3854,0.5347,0.1764,0.7107,0.3306,0.226,0.1962,10.9878,,0.1889,0.2202,0.1495,0.2241,0.1654,1,1.9,0.526,-0.6529,-0.9,0.063,0.1506,1.0068,0.3622,-0.549,27.84,0.4013,38,34,0,0,0.9474,63,91,178,214,229,86,1.637,0.7062,,-1.9862,-0.2574,-0.5146,-0.4135,0.9773
Noah Okafor,Leeds,ATT,CENTRAVANTI,1592.0,0.3822,0.4428,0.2094,-0.1919,-0.1212,0.2558,0.4672,18.2695,1.0374,0.4238,0.5373,0.3624,0.3794,0.3988,8,6.29,1.272,0.6818,1.71,0.356,0.1266,0.9901,0.8186,0.489,26.0,0.5809,38,28,0,0,0.8684,64,78,39,65,157,191,0.4189,0.0128,0.2407,0.2631,0.95,1.2427,0.1687,-0.2715
Keane Lewis-Potter,Brentford,DIF,TERZINO,1949.0,0.372,0.3164,0.2117,0.1633,0.2365,0.338,0.2285,10.4882,,0.2778,0.242,0.1608,0.1745,0.1923,3,3.21,0.935,-0.1172,-0.21,0.148,0.1261,1.005,0.172,-0.653,25.25,0.6473,38,36,0,0,0.9737,65,54,154,115,131,45,2.3693,0.5209,,-0.8211,0.4817,0.4018,0.7206,1.2554
Callum Wilson,West Ham,ATT,CENTRAVANTI,1229.0,0.3674,0.4695,0.1912,0.3128,0.3156,0.2752,0.5301,18.7633,1.2022,0.1914,0.5841,0.4154,0.504,0.5495,7,7.6,0.921,-0.2176,-0.6,0.557,0.0754,1.0061,2.0075,-0.469,33.79,0.1233,38,32,0,0,0.9211,66,67,22,121,325,126,1.1161,0.1086,1.578,-2.0353,0.1708,0.1185,-2.1754,0.422
John McGinn,Aston Villa,ATT,ALA,2221.0,0.3592,0.5584,0.1546,0.5894,0.3236,0.3664,0.3418,16.4999,1.2192,0.3124,0.4032,0.3131,0.506,0.4631,5,2.99,1.672,1.1624,2.01,0.121,0.1977,1.0015,2.2426,3.173,31.6,0.1717,38,30,0,0,0.8947,67,47,108,24,313,162,-0.9705,-0.3305,1.716,-0.8386,1.8378,1.8434,-1.9275,0.0746
David Brooks,Bournemouth,ATT,ALA,1191.0,0.3422,-0.2781,0.7319,0.1547,0.3526,0.1045,0.623,19.1791,0.9546,0.2312,0.4878,0.6412,0.5514,0.5922,1,6.53,0.153,-2.1641,-5.53,0.493,0.3174,0.9943,5.1585,0.821,28.88,0.3116,38,31,0,0,0.9079,68,132,5,248,266,145,2.1459,0.1893,-0.4312,-1.6417,-1.5339,-2.3145,-1.2108,0.2483
Rodrigo Gomes,Wolverhampton Wanderers,DIF,QUINTO,951.0,0.3406,0.435,0.1756,0.4763,0.2847,0.2701,0.1745,12.0582,1.1065,0.1953,0.2216,0.0908,0.1831,0.1483,3,2.29,1.31,0.4692,0.71,0.217,0.0142,1.0064,0.4726,-0.768,22.88,0.7557,38,22,0,0,0.7895,69,70,197,62,44,274,1.1445,1.1032,1.0916,-1.9023,1.1593,1.4049,1.2204,-0.6925
Eli Junior Kroupi,Bournemouth,ATT,TREQUARTISTA,1708.0,0.34,0.2079,0.492,0.2735,0.2721,0.4635,0.4631,15.6776,,0.3342,0.4669,0.4427,0.4908,0.4989,11,7.34,1.499,1.3509,3.66,0.387,0.0959,1.0027,0.3152,-0.574,19.92,0.7274,38,33,0,0,0.9342,70,33,42,39,76,107,0.3743,-0.49,,-0.6231,1.4538,2.079,0.9191,0.5944
Valentín Castellanos,West Ham,ATT,CENTRAVANTI,1430.0,0.3399,0.1966,0.27,-0.2073,-0.0864,0.2899,0.4681,22.7266,1.3097,0.5994,0.5112,0.4041,0.4157,0.4707,6,7.1,0.845,-0.4128,-1.1,0.447,0.0472,0.9946,0.7318,0.52,27.64,0.4207,18,18,0,0,1.0,71,61,38,143,221,8,0.4295,0.8775,2.4504,1.9997,0.0022,-0.1255,-0.652,1.4604
Bernardo Silva,Manchester City,CEN,MEZZALA,2917.0,0.336,-0.1187,0.6691,0.6257,0.6195,0.2172,0.2416,11.0091,,0.4426,0.2004,0.2715,0.281,0.2966,2,2.87,0.697,-0.5135,-0.87,0.089,0.1629,1.0105,0.208,-0.12,26.81,0.5041,38,38,0,0,1.0,72,95,150,185,194,8,0.6046,0.0274,,0.9479,-0.4059,-0.5897,0.0632,1.557
Cody Gakpo,Liverpool,ATT,ALA,2758.0,0.331,-0.2729,1.0256,0.6693,0.0708,0.0902,0.5138,24.2651,,0.449,0.4439,0.557,0.5746,0.5121,7,9.82,0.713,-0.8999,-2.82,0.32,0.216,1.0074,0.4642,-0.273,27.05,0.481,38,36,0,0,0.9737,73,139,27,181,200,45,0.9354,1.1759,,0.5123,-0.2908,-0.7343,-0.3431,1.1143
Pedro Neto,Chelsea,ATT,ALA,2667.0,0.3213,0.3059,0.3136,0.3104,-0.2143,0.2652,0.4396,19.6749,,0.5249,0.4943,0.3812,0.4802,0.3705,5,5.15,0.971,-0.0661,-0.15,0.174,0.2686,0.9999,0.3036,-0.329,26.21,0.5612,38,34,0,0,0.9474,74,73,51,105,165,86,0.1136,0.2855,,1.2629,0.2818,0.3079,0.0677,0.7682
Yeremi Pino,Crystal Palace,ATT,TREQUARTISTA,2134.0,0.3172,0.5348,-0.0066,0.5379,0.4568,0.4063,0.5148,21.9734,,0.5269,0.5921,0.4032,0.5948,0.5596,2,4.36,0.459,-1.1302,-2.36,0.184,0.3576,0.995,0.8623,0.406,23.59,0.7422,38,34,0,0,0.9474,75,39,25,227,61,86,0.9467,0.7313,,1.2827,-0.8546,-1.0222,0.9949,0.7682
Jeremie Frimpong,Liverpool,DIF,TERZINO,1027.0,0.3109,0.4753,-0.0902,0.256,0.3508,0.14,0.2032,10.2969,1.0143,0.226,0.2493,0.0911,0.1459,0.1929,0,0.52,0.0,-0.7211,-0.52,0.046,0.2366,1.0302,0.8443,-0.727,25.45,0.6305,38,21,0,0,0.7763,76,120,170,275,138,288,1.7962,0.45,0.1451,-1.5,-1.208,-0.6312,0.6431,-0.8321
Dominic Calvert-Lewin,Leeds,ATT,CENTRAVANTI,2732.0,0.3049,0.2455,0.297,0.1758,-0.0768,0.3804,0.5153,27.0047,,0.536,0.5431,0.4579,0.5419,0.4945,10,14.89,0.672,-1.2672,-4.89,0.491,0.0511,1.0131,0.6182,0.132,29.19,0.2888,38,35,0,0,0.9605,77,44,24,191,278,65,0.952,1.7074,,1.3727,-0.3819,-1.1934,-1.3276,0.9406
Rayan,Bournemouth,ATT,ALA,1146.0,0.3,0.2537,0.3275,0.2304,0.9229,0.35,0.4247,18.4122,1.0227,0.4143,0.4551,0.398,0.438,,5,2.68,1.866,1.4172,2.32,0.21,0.2175,1.0143,0.39,-0.383,19.81,0.7226,15,15,0,0,1.0,78,52,63,12,83,8,-0.0518,0.0405,0.1214,0.1691,2.2684,2.1619,0.8945,1.4604
Malick Thiaw,Newcastle United,DIF,CENTRALE,2968.0,0.2986,0.2678,0.1891,-0.2894,0.1929,0.226,0.1914,12.4043,,0.3672,0.2278,0.1374,0.0875,0.1921,4,5.91,0.677,-0.7857,-1.91,0.179,0.0252,0.9974,0.095,-0.507,24.79,0.6826,38,35,0,0,0.9605,79,91,181,190,108,65,1.5268,1.2316,,0.3505,0.0154,-0.7417,0.8833,1.1158
Beto,Everton,ATT,CENTRAVANTI,1552.0,0.2982,0.2451,0.2481,0.0741,0.3763,0.2223,0.5873,22.8256,,0.1913,0.5923,0.4889,0.5113,0.6013,9,10.94,0.823,-0.5865,-1.94,0.634,0.0591,0.9936,0.6377,-0.712,28.31,0.3583,38,37,0,0,0.9868,80,93,11,153,242,26,1.7507,0.8967,,-2.0363,-0.0467,-0.3426,-0.9716,1.2867
Archie Gray,Tottenham,DIF,CENTRALE,1497.0,0.2906,0.2614,0.1923,-0.047,-0.0834,0.2324,0.1702,11.9429,1.1194,0.3402,0.1806,0.1313,0.0891,0.0968,2,1.61,1.242,0.3074,0.39,0.097,0.0998,1.018,0.1211,-0.447,20.2,0.7394,38,24,0,0,0.8158,81,89,200,70,65,247,1.0458,1.0605,1.224,-0.0033,1.0364,1.1281,1.1452,-0.4144
Virgil van Dijk,Liverpool,DIF,CENTRALE,3420.0,0.2895,-0.0039,0.5709,0.4046,-0.0127,0.2643,0.1348,8.9806,,0.3885,0.0983,0.1681,0.1372,0.0921,6,4.89,1.227,0.502,1.11,0.129,0.0084,1.0038,0.2363,0.723,34.88,0.1072,38,38,0,0,1.0,82,75,240,71,335,8,0.2431,-0.0383,,0.6297,1.0093,1.461,-1.7695,1.5335
Leandro Trossard,Arsenal,ATT,ALA,2026.0,0.2868,-0.0487,0.5664,0.225,0.0636,0.1612,0.4854,17.6428,1.1039,0.5255,0.4769,0.4708,0.5296,0.4736,6,6.75,0.889,-0.2887,-0.75,0.3,0.2217,1.0322,0.6457,0.072,31.47,0.1758,38,31,0,0,0.9079,83,114,32,126,311,145,0.6213,-0.1087,0.7803,1.2688,0.0998,0.0296,-1.9064,0.2483
Josh Cullen,Burnley,CEN,MEZZALA,1533.0,0.2817,0.1642,0.3673,-0.0667,0.1614,-0.0807,0.1838,15.7247,1.049,0.3901,0.202,0.1795,0.134,0.1622,2,1.01,1.98,0.9851,0.99,0.059,0.1063,0.9808,0.2054,0.29,30.13,0.2315,38,18,0,0,0.7368,84,208,189,7,296,314,-0.271,1.3997,0.2664,0.323,1.6813,1.5087,-1.1322,-1.9013
Adrien Truffert,Bournemouth,DIF,TERZINO,3391.0,0.2682,-0.236,0.752,-0.0543,-0.1247,0.2383,0.1635,10.5764,,0.3795,0.0984,0.2187,0.1122,0.1109,1,2.0,0.5,-0.7071,-1.0,0.053,0.1176,1.0012,0.3757,1.206,24.51,0.7011,38,38,0,0,1.0,85,86,209,221,98,8,0.8943,0.5536,,0.5117,-0.3044,-0.6073,0.9686,1.5335
Jarrad Branthwaite,Everton,DIF,CENTRALE,682.0,0.2611,0.2747,0.2777,0.5958,0.5956,0.1956,0.1145,11.2376,1.1856,0.4498,0.1376,0.0967,,,1,0.31,,1.2393,0.69,0.041,0.0488,1.0134,0.1108,0.565,23.91,0.7317,16,10,0,0,0.8125,86,102,272,323,71,254,-0.2161,0.7989,1.9036,1.433,,2.7222,1.1097,-0.4493
Milos Kerkez,Liverpool,DIF,TERZINO,2271.0,0.2591,0.162,0.3003,0.3646,0.3167,0.3732,0.1277,7.2388,,0.3524,0.1251,0.1283,0.1379,0.1527,2,1.4,1.429,0.5071,0.6,0.055,0.0737,1.0038,0.5239,1.205,22.54,0.7683,38,34,0,0,0.9474,87,46,250,46,27,86,0.0828,-0.6843,,0.1566,1.3744,1.4697,1.2785,0.9773
Quilindschy Hartman,Burnley,DIF,TERZINO,1843.0,0.2577,-0.1732,0.6044,0.0933,-0.0627,0.1049,0.1481,15.3354,1.0723,0.4167,0.105,0.1781,0.1314,0.1077,0,0.37,,-0.6083,-0.37,0.018,0.1372,0.9757,0.1698,0.12,24.52,0.7005,38,21,0,0,0.7763,88,131,226,323,99,288,0.5463,2.3187,0.7405,0.9992,,-0.4383,0.9659,-0.8321
Vitaly Janelt,Brentford,CEN,MEDIANO,1421.0,0.2523,-0.0256,0.473,0.0303,0.0503,0.0429,0.2687,11.7277,0.9923,0.3996,0.2285,0.2766,0.1957,0.2348,1,0.75,1.333,0.2887,0.25,0.048,0.2407,0.9504,0.1342,-0.571,28.04,0.3825,38,25,0,0,0.8289,89,157,139,61,234,232,1.0139,0.2365,-0.2198,0.4361,0.6288,0.5335,-0.47,-0.6912
Dan Ballard,Sunderland,DIF,CENTRALE,2143.0,0.2506,0.214,0.2785,0.163,0.4716,0.1672,0.198,17.0302,0.8323,0.2793,0.1886,0.1789,0.1583,0.2039,2,3.69,0.542,-0.8798,-1.69,0.155,0.0664,1.0091,0.0472,-0.903,26.67,0.5174,38,29,0,0,0.8816,90,109,176,210,185,176,1.677,2.9473,-1.7232,-0.8015,-0.2285,-0.9027,0.1217,0.2815
Diogo Dalot,Manchester United,DIF,QUINTO,2614.0,0.2479,0.3003,0.0109,0.005,-0.1004,0.1761,0.1808,9.7093,,0.4523,0.2086,0.131,0.149,0.1235,1,2.2,0.455,-0.809,-1.2,0.076,0.1208,1.0149,0.1399,-0.263,27.18,0.4674,38,34,0,0,0.9474,91,105,192,228,205,86,1.2863,0.232,,1.4658,-0.3858,-0.7816,-0.1088,0.9773
Harvey Barnes,Newcastle United,ATT,ALA,1947.0,0.2409,0.4735,-0.0992,0.8332,0.5198,0.1063,0.4927,18.4558,,0.4506,0.6042,0.347,0.5957,0.5715,7,8.04,0.871,-0.3668,-1.04,0.372,0.1442,0.9894,0.7984,0.411,28.45,0.3462,38,37,0,0,0.9868,92,129,30,132,245,26,0.7015,0.049,,0.5281,0.0599,-0.068,-1.0336,1.2867
Ian Maatsen,Aston Villa,DIF,TERZINO,1587.0,0.231,0.1747,0.1806,0.4144,0.2723,0.2422,0.2001,10.8426,0.9894,0.3473,0.193,0.1662,0.2265,0.2206,0,1.29,0.0,-1.1358,-1.29,0.073,0.1679,1.0014,0.3394,-0.086,24.21,0.7181,38,30,0,0,0.8947,93,83,172,275,85,162,1.7252,0.6524,-0.1105,0.0897,-1.208,-1.3406,1.047,0.42
Nicolò Savona,Nottingham Forest,DIF,TERZINO,1036.0,0.2228,0.3369,0.0676,0.4143,0.5286,0.112,0.1437,13.8396,0.8052,0.3721,0.1793,0.0969,0.1685,0.1965,2,1.23,1.626,0.6943,0.77,0.107,0.0513,0.9432,0.0944,-0.28,23.18,0.7493,38,14,0,0,0.6842,94,128,230,29,53,334,0.4445,1.7639,-2.0014,0.4147,1.7304,1.7899,1.1909,-1.8061
Josko Gvardiol,Manchester City,DIF,TERZINO,1374.0,0.207,0.1294,0.2447,-0.1668,0.3006,0.1176,0.138,8.763,0.9172,0.3138,0.1426,0.1245,0.0882,0.1517,2,1.85,1.081,0.1103,0.15,0.121,0.0282,1.0088,0.225,0.137,24.33,0.7117,38,18,0,0,0.7368,95,127,234,83,91,314,0.3172,-0.119,-0.8516,-0.3493,0.7455,0.7909,1.0175,-1.2498
William Osula,Newcastle United,ATT,CENTRAVANTI,777.0,0.207,0.2567,0.0956,0.1622,0.193,0.3104,0.504,15.1862,0.8823,0.3703,0.5621,0.3911,0.4883,0.5285,7,4.93,1.42,0.9323,2.07,0.571,0.0521,0.9718,0.6326,-0.341,22.8,0.7591,38,24,0,0,0.8158,95,56,28,49,41,247,0.8268,-0.5853,-1.0179,-0.266,1.2785,1.5558,1.0815,-0.9638
Lewis Hall,Newcastle United,DIF,TERZINO,2164.0,0.2057,0.0583,0.3274,-0.1329,-0.0095,0.2363,0.1492,9.5433,1.0529,0.3438,0.1558,0.1333,0.0857,0.1329,1,1.27,0.787,-0.2396,-0.27,0.053,0.1061,1.016,0.2491,0.146,21.71,0.7784,38,30,0,0,0.8947,97,88,224,159,7,162,0.5711,0.1704,0.5414,0.0438,0.2142,0.1924,1.325,0.42
James Garner,Everton,CEN,MEDIANO,3417.0,0.2047,0.3143,0.0187,-0.1255,-0.1829,0.2506,0.2138,16.2564,,0.4318,0.2322,0.1938,0.166,0.1361,2,2.08,0.962,-0.0555,-0.08,0.055,0.1599,0.9983,0.12,-0.441,25.2,0.6514,38,38,0,0,1.0,98,80,165,107,128,8,0.183,1.5544,,0.8193,0.0252,0.0516,0.7092,1.557
Jayden Bogle,Leeds,DIF,QUINTO,2822.0,0.2036,-0.0462,0.3958,0.3018,0.0615,0.2075,0.1622,11.086,,0.4118,0.144,0.1699,0.1816,0.1487,1,1.88,0.532,-0.6418,-0.88,0.06,0.1119,1.0097,0.2294,0.431,25.82,0.5976,38,34,0,0,0.9474,99,97,213,212,149,86,0.8663,0.7426,,0.935,-0.2466,-0.4956,0.4915,0.9773
Rodri,Manchester City,CEN,MEDIANO,1500.0,0.1974,0.0248,0.261,-0.1615,-0.0511,-0.0931,0.2145,10.4075,0.8793,0.4643,0.2276,0.2,0.1695,0.1882,1,1.2,0.833,-0.1826,-0.2,0.072,0.1368,0.9539,0.2157,0.024,29.92,0.2429,38,21,0,0,0.7763,100,219,163,150,291,288,0.1936,-0.1477,-1.1888,1.2061,-0.1846,-0.1264,-1.0822,-1.3823
Piero Hincapié,Arsenal,DIF,TERZINO,1786.0,0.197,0.0971,0.3615,0.0837,0.0336,0.1875,0.1243,7.3659,0.9272,0.2047,0.1259,0.1223,0.0924,0.1045,1,0.41,,0.9214,0.59,0.021,0.1068,1.0253,0.3854,0.193,24.37,0.7094,38,25,0,0,0.8289,101,103,254,323,92,232,0.0058,-0.6371,-0.749,-1.7791,,2.1784,1.0069,-0.2759
Omar Marmoush,Manchester City,ATT,ALA,693.0,0.1948,0.1759,0.0881,0.01,0.1594,0.0842,0.5388,14.1952,1.003,0.3255,0.5593,0.4279,0.4755,0.5355,3,3.78,0.794,-0.4012,-0.78,0.491,0.2766,1.0121,1.5664,-0.285,27.29,0.456,38,21,0,0,0.7763,102,140,19,158,207,288,1.2133,-0.7775,-0.0385,-0.7091,-0.111,-0.111,-0.4711,-1.4836
Santiago Bueno,Wolverhampton Wanderers,DIF,CENTRALE,2549.0,0.1945,0.001,0.3613,0.1332,0.4106,0.2037,0.1051,11.2895,1.0821,0.3061,0.1013,0.1143,0.0889,0.1295,3,2.0,1.5,0.7071,1.0,0.071,0.0314,1.0163,0.3032,2.042,27.54,0.4307,38,29,0,0,0.8816,103,99,285,38,219,176,-0.4303,0.8181,0.8411,-0.4502,1.5027,1.8118,-0.278,0.2815
Marcus Tavernier,Bournemouth,ATT,ALA,2779.0,0.1927,-0.2481,0.6551,0.606,0.1624,0.1238,0.4505,22.5603,,0.4716,0.4109,0.4855,0.5718,0.4945,5,7.89,0.634,-1.0289,-2.89,0.256,0.1992,0.9981,0.7203,0.717,27.17,0.4684,38,34,0,0,0.9474,104,124,47,200,204,86,0.234,0.8452,,0.7358,-0.4662,-0.8956,-0.4076,0.7682
Alejandro Garnacho,Chelsea,ATT,ALA,1285.0,0.1917,0.1029,0.0718,-0.0722,-0.4681,0.2066,0.5336,18.5114,0.9008,0.4614,0.5484,0.4524,0.4832,0.4334,1,4.11,0.243,-1.534,-3.11,0.288,0.2949,0.9662,0.232,-0.49,21.89,0.7785,38,24,0,0,0.8158,105,98,20,244,5,247,1.1548,0.0598,-0.8678,0.6349,-1.3341,-1.5269,1.1808,-0.9638
Mikkel Damsgaard,Brentford,ATT,TREQUARTISTA,2085.0,0.1915,0.0823,0.3032,0.2067,-0.1282,0.2439,0.4133,15.2286,,0.3238,0.4442,0.3889,0.4487,0.4128,4,2.97,1.347,0.5977,1.03,0.128,0.2797,0.9985,1.155,0.147,25.89,0.5911,38,33,0,0,0.9342,106,82,72,59,154,107,-0.1783,-0.5771,,-0.7259,1.1164,1.1375,0.2209,0.5944
Andrew Robertson,Liverpool,DIF,TERZINO,1160.0,0.1907,0.1411,0.1353,0.0689,-0.0617,0.0798,0.1609,7.8115,1.147,0.3865,0.1562,0.1411,0.1173,0.1066,1,1.05,0.952,-0.0488,-0.05,0.081,0.1164,1.0402,0.1576,0.095,32.2,0.155,38,24,0,0,0.8158,107,141,214,111,316,247,0.8355,-0.4719,1.5074,0.6035,0.5124,0.5188,-1.5491,-0.4144
Lucas Digne,Aston Villa,DIF,TERZINO,1857.0,0.187,0.2978,0.0124,0.0707,0.0435,0.1774,0.1626,9.8949,0.9509,0.3215,0.1984,0.1149,0.1119,0.1171,0,0.7,0.0,-0.8367,-0.7,0.034,0.1488,1.0262,0.7509,0.715,32.84,0.1405,38,31,0,0,0.9079,108,104,211,275,319,145,0.8749,0.3009,-0.5057,-0.2484,-1.208,-0.829,-1.6159,0.5596
Ladislav Krejcí,Wolverhampton Wanderers,DIF,CENTRALE,2385.0,0.1845,0.1885,0.1474,0.0729,0.0115,0.2283,0.1225,12.8078,0.9452,0.3577,0.146,0.1031,0.091,0.0896,2,1.72,1.163,0.2135,0.28,0.065,0.0566,0.9957,0.292,1.345,27.09,0.4768,38,28,0,0,0.8684,109,90,257,73,203,191,-0.0354,1.3812,-0.5642,0.226,0.8937,0.9675,-0.0655,0.1419
Matheus Nunes,Manchester City,DIF,TERZINO,2865.0,0.1796,0.1974,0.0554,0.1628,0.448,0.1289,0.1176,6.5872,,0.4024,0.1446,0.0936,0.1138,0.1817,1,0.68,1.471,0.3881,0.32,0.021,0.0974,1.0217,0.0734,-0.347,27.74,0.411,38,34,0,0,0.9474,110,122,268,40,226,86,-0.1463,-0.926,,0.8118,1.4503,1.2661,-0.3688,0.9773
Estêvão,Chelsea,ATT,ALA,854.0,0.1773,-0.162,0.3351,-0.142,-0.0447,0.1534,0.5561,15.3302,1.0918,0.3412,0.524,0.4921,0.5018,0.5255,2,3.88,0.515,-0.9544,-1.88,0.409,0.2972,0.966,0.4224,-0.476,19.08,0.6897,38,22,0,0,0.7895,111,116,15,216,103,274,1.4041,-0.5574,0.6822,-0.5538,-0.7303,-0.8025,0.726,-1.3099
Tom Cairney,Fulham,CEN,MEDIANO,747.0,0.1696,0.1159,0.2485,0.369,0.2534,0.0514,0.1988,8.2924,0.8905,0.3884,0.2131,0.1904,0.1848,0.1897,2,0.82,2.439,1.3031,1.18,0.099,0.0807,0.9787,0.3931,1.104,35.34,0.101,38,24,0,0,0.8158,112,150,174,2,338,247,-0.044,-0.7632,-1.0927,0.3028,2.428,1.9539,-1.7045,-0.8633
Zian Flemming,Burnley,ATT,CENTRAVANTI,1795.0,0.1681,-0.0151,0.2356,0.2455,-0.3055,-0.006,0.4353,25.1729,1.169,0.2422,0.4489,0.4184,0.4848,0.3907,9,8.03,1.121,0.3423,0.97,0.403,0.0341,0.9957,0.3481,-0.739,27.81,0.4042,38,29,0,0,0.8816,113,177,56,78,227,176,0.0661,1.352,1.3086,-1.5329,0.6148,0.8183,-0.7365,-0.0978
Kevin Schade,Brentford,ATT,ALA,2781.0,0.1636,0.1478,0.1632,0.5411,-0.5429,0.1719,0.487,23.682,,0.4655,0.5258,0.4315,0.585,0.4157,8,11.07,0.723,-0.9227,-3.07,0.358,0.1479,1.0126,0.5256,0.079,24.49,0.7024,38,35,0,0,0.9605,114,107,31,179,96,65,0.6388,1.0628,,0.6755,-0.2686,-0.7628,0.791,0.9406
Trai Hume,Sunderland,DIF,TERZINO,3041.0,0.1602,0.3382,-0.0733,-0.0206,0.0987,0.2404,0.1403,12.2385,,0.242,0.1889,0.0893,0.113,0.1384,2,2.74,0.73,-0.4471,-0.74,0.081,0.0622,0.998,0.4548,0.444,24.18,0.7196,38,38,0,0,1.0,115,85,232,177,84,8,0.3695,1.1701,,-1.2903,0.1112,-0.1625,1.0539,1.5335
Yerson Mosquera,Wolverhampton Wanderers,DIF,CENTRALE,2154.0,0.1546,0.03,0.1348,0.5763,0.3965,0.1663,0.1659,15.3163,1.0343,0.4536,0.1695,0.1467,0.2455,0.2183,0,2.98,0.0,-1.7263,-2.98,0.125,0.0506,0.9796,0.1983,0.161,21.91,0.7785,38,27,0,0,0.8553,116,111,205,275,5,204,0.9483,2.3116,0.3504,1.4828,-1.208,-2.3507,1.3255,0.0033
Ryan Christie,Bournemouth,CEN,MEDIANO,942.0,0.1394,0.1462,0.0034,0.1727,0.0972,0.026,0.2547,9.1438,1.0343,0.3139,0.2665,0.2102,0.2375,0.2351,2,1.79,1.117,0.157,0.21,0.171,0.1567,1.0308,0.1689,-0.592,31.25,0.1832,38,26,0,0,0.8421,117,162,149,79,310,217,0.8019,-0.5155,0.1403,-0.5838,0.2774,0.3491,-1.344,-0.5177
Marcus Edwards,Burnley,ATT,TREQUARTISTA,1054.0,0.1377,0.3216,-0.1813,0.0113,-0.2543,-0.0111,0.4223,18.3235,1.2192,0.2889,0.508,0.3368,0.4576,0.3854,1,2.28,0.439,-0.8477,-1.28,0.195,0.2177,0.9876,2.0032,0.333,27.47,0.4377,38,23,0,0,0.8026,118,178,66,230,216,261,-0.0787,0.0233,1.716,-1.0711,-0.899,-0.6691,-0.5649,-1.1375
Jaidon Anthony,Burnley,ATT,ALA,2777.0,0.1343,0.2139,0.063,0.33,0.417,0.213,0.3464,24.8403,,0.3255,0.4188,0.3034,0.4188,0.4134,8,5.55,1.441,1.04,2.45,0.18,0.1416,0.9776,0.2649,-0.38,26.48,0.5355,38,37,0,0,0.9868,119,96,106,45,178,26,-0.9197,1.2875,,-0.7091,1.3251,1.6904,-0.0639,1.2867
Ben White,Arsenal,DIF,TERZINO,703.0,0.1328,0.0656,0.107,-0.0773,-0.0649,0.0056,0.1592,9.3777,1.1635,0.4102,0.1597,0.1282,0.1404,,0,0.27,,-0.5196,-0.27,0.035,0.1984,0.9974,0.1342,-0.451,28.62,0.3321,38,12,0,0,0.6579,120,169,216,323,258,341,0.7977,0.109,1.6767,0.9141,,-0.2866,-0.7326,-2.0842
Moisés Caicedo,Chelsea,CEN,MEDIANO,2811.0,0.1268,-0.2635,0.4029,0.0584,0.196,0.1668,0.147,7.979,,0.4163,0.133,0.1828,0.1377,0.1693,3,1.54,1.948,1.1765,1.46,0.049,0.0842,0.994,0.135,0.057,24.56,0.698,38,33,0,0,0.9342,121,110,228,9,100,107,-0.8267,-0.8544,,0.6349,1.6293,1.7767,0.9135,0.6924
Riccardo Calafiori,Arsenal,DIF,TERZINO,1755.0,0.125,0.0515,0.1356,0.2739,0.5451,0.1038,0.1797,9.4743,0.9411,0.4201,0.1678,0.1663,0.1858,0.2413,1,3.45,0.29,-1.319,-2.45,0.177,0.0338,1.0455,0.2226,0.007,24.01,0.7276,38,26,0,0,0.8421,122,134,193,242,75,217,1.2635,0.1449,-0.6063,1.0438,-0.6839,-1.654,1.0908,-0.1363
Youri Tielemans,Aston Villa,CEN,MEDIANO,1861.0,0.1206,-0.1434,0.2344,0.1812,-0.201,-0.039,0.2265,12.4067,1.3966,0.4326,0.2103,0.2342,0.262,0.2316,0,1.84,0.0,-1.3565,-1.84,0.089,0.1446,0.9973,0.4441,0.544,29.05,0.2989,38,25,0,0,0.8289,123,191,156,275,276,232,0.3762,0.4341,3.0,0.8289,-1.5398,-1.7701,-0.8366,-0.6912
Ryan Gravenberch,Liverpool,CEN,MEDIANO,3008.0,0.1141,0.2574,-0.1172,0.0378,0.0484,0.2644,0.132,7.8036,,0.4659,0.1811,0.1063,0.1237,0.1426,5,1.56,3.205,2.7542,3.44,0.047,0.0709,1.0042,0.0995,-0.099,24.02,0.7271,38,36,0,0,0.9737,124,74,241,1,77,45,-1.0542,-0.9055,,1.2252,3.0,3.0,1.0411,1.2114
