giocatore,squadra,ruolo,ruolo_fine,minuti,TPI_totale,TPI_casa,TPI_trasferta,TPI_vs_top6,TPI_vs_forti,TPI_ext_totale,totale_output_adj,totale_centralita,totale_boost_ratio,totale_consistenza,casa_output_adj,trasferta_output_adj,vs_top6_output_adj,vs_forti_output_adj,goal_tot,xg_tot_conv,conv_ratio,finishing_quality,goal_minus_xg,xg_p90,xa_p90,sos,form_ewma,form_trend,eta,eta_index,partite_disponibili,partite_giocate,n_infortuni,giorni_out,affidabilita_fisica,rank_TPI,rank_TPI_ext,rank_output_adj,rank_conv,rank_eta,rank_affidabilita,z_totale_output_adj,z_totale_centralita,z_totale_boost_ratio,z_totale_consistenza,z_conv_ratio,z_finishing,z_eta_index,z_affidabilita_fisica
Emiliano Buendía,Aston Villa,ATT,ALA,1778.0,-0.0552,0.2704,-0.3235,0.56,0.1477,-0.0238,0.3915,13.7997,,0.1868,0.5112,0.2964,0.5639,0.5089,6,3.79,1.583,1.1352,2.21,0.192,0.1827,1.0038,0.7199,-0.543,29.41,0.2739,38,36,0,0,0.9737,187,183,83,34,282,45,-0.4194,-0.8543,,-2.0808,1.6403,1.8094,-1.4039,1.1143
Michael Keane,Everton,DIF,CENTRALE,2586.0,-0.0554,0.1948,-0.3356,0.0617,-0.39,-0.0818,0.1289,10.0907,,0.2992,0.1916,0.0616,0.1593,0.0734,3,3.59,0.836,-0.3114,-0.59,0.125,0.0045,0.9965,0.0502,-0.572,33.36,0.1306,38,33,0,0,0.9342,188,210,247,148,322,107,0.1088,0.3735,,-0.5407,0.3028,0.0696,-1.6616,0.8377
Jackson Tchatchoua,Wolverhampton Wanderers,DIF,QUINTO,1822.0,-0.0657,-0.1267,0.1312,0.0661,-0.0929,0.0091,0.1197,10.6497,0.7913,0.3116,0.1154,0.1252,0.127,0.1093,0,0.1,,-0.3162,-0.1,0.005,0.1106,0.982,0.0718,-0.57,24.93,0.6724,38,31,0,0,0.9079,189,167,264,323,115,145,-0.0996,0.5808,-2.1441,-0.3782,,0.0614,0.8363,0.5596
Alexis Mac Allister,Liverpool,CEN,MEDIANO,2683.0,-0.0662,0.0246,-0.2482,-0.0339,-0.3911,0.0243,0.2263,11.2169,,0.4464,0.2641,0.1809,0.1949,0.1609,2,4.07,0.491,-1.0261,-2.07,0.137,0.0953,1.0043,0.292,0.091,27.41,0.4437,38,37,0,0,0.9868,190,164,157,223,213,26,0.3723,0.0878,,0.9931,-0.741,-1.3075,-0.2017,1.3835
Justin Kluivert,Bournemouth,ATT,TREQUARTISTA,934.0,-0.067,-0.3132,0.1903,-0.1501,-0.265,-0.1554,0.4364,14.7759,0.8743,0.4123,0.4167,0.4522,0.4471,0.4436,2,2.3,0.87,-0.1978,-0.3,0.222,0.2207,0.9919,0.5543,0.085,27.05,0.481,38,20,0,0,0.7632,191,250,54,133,200,301,0.0784,-0.6649,-1.0829,0.1493,0.0576,0.1432,-0.3431,-1.6561
Axel Tuanzebe,Burnley,DIF,TERZINO,1209.0,-0.0674,0.061,-0.0269,-0.0132,0.2649,-0.1352,0.0849,9.45,0.9997,0.2109,0.1226,0.0729,0.0908,0.1409,1,0.56,1.786,0.588,0.44,0.042,0.0,0.9691,0.0403,0.008,28.52,0.3403,38,14,0,0,0.6842,192,241,312,15,251,334,-0.8877,0.1358,-0.0047,-1.6979,2.0195,1.6081,-0.6948,-1.8061
Leon Bailey,Aston Villa,ATT,ALA,437.0,-0.0702,-0.0288,-0.0579,0.3945,0.1669,-0.0817,0.4131,13.3814,0.8742,0.3093,0.4745,0.3655,,0.4974,0,0.71,0.0,-0.8426,-0.71,0.146,0.2307,1.0239,2.7077,0.968,28.79,0.3185,16,13,0,0,0.9062,193,209,73,275,264,155,-0.1805,-0.9354,-1.0837,-0.8693,-1.8735,-0.6627,-1.1755,0.2259
Granit Xhaka,Sunderland,CEN,MEDIANO,2896.0,-0.0746,0.0418,-0.2308,-0.1322,-0.1148,0.07,0.1516,12.4436,,0.4674,0.1839,0.1365,0.1622,0.1495,1,0.82,1.22,0.1988,0.18,0.025,0.1141,0.9951,0.0871,-0.362,33.65,0.1256,38,34,0,0,0.9474,194,147,221,72,324,86,-0.7574,0.4448,,1.243,0.4449,0.4077,-1.5966,0.8658
David Møller Wolfe,Wolverhampton Wanderers,DIF,QUINTO,1059.0,-0.0772,-0.0486,-0.0666,-0.1784,-0.1053,-0.0202,0.1203,8.8864,1.1908,0.2382,0.1501,0.0866,0.0974,0.1081,0,0.08,,-0.2828,-0.08,0.007,0.1105,1.0042,0.024,-0.849,24.08,0.7244,38,22,0,0,0.7895,195,181,262,323,80,274,-0.0843,-0.0732,1.957,-1.3401,,0.1185,1.0761,-0.6925
Gabriel Gudmundsson,Leeds,DIF,QUINTO,2657.0,-0.0801,-0.283,0.0651,-0.0871,-0.2383,-0.0274,0.1351,9.3755,1.0305,0.4067,0.1305,0.1358,0.1448,0.1168,0,0.88,0.0,-0.9381,-0.88,0.03,0.1057,0.9856,0.1257,-0.079,27.07,0.4789,38,32,0,0,0.9211,196,186,239,275,202,126,0.25,0.1082,0.3114,0.8682,-1.208,-1.0024,-0.0558,0.6992
Iyenoma Destiny Udogie,Tottenham,DIF,TERZINO,1342.0,-0.0816,-0.0695,-0.0187,0.0495,0.0493,-0.0318,0.1046,9.2924,0.8984,0.3894,0.125,0.0956,0.1216,0.1257,0,0.22,,-0.469,-0.22,0.015,0.0758,0.9913,0.0579,-0.505,23.49,0.7446,38,20,0,0,0.7632,197,188,287,323,57,301,-0.4421,0.0774,-1.0446,0.6415,,-0.2,1.1692,-0.9706
Kobbie Mainoo,Manchester United,CEN,MEDIANO,1623.0,-0.0825,-0.0469,-0.334,-0.1515,0.1566,0.1217,0.1295,5.099,1.2501,0.4119,0.1789,0.1172,0.1344,0.1663,1,0.51,1.961,0.6861,0.49,0.028,0.0654,1.012,0.1346,0.583,21.1,0.7696,38,28,0,0,0.8684,198,125,245,8,25,191,-1.0918,-1.6926,1.9908,0.5825,1.6504,1.09,1.2275,-0.1722
Joël Veltman,Brighton,DIF,TERZINO,1025.0,-0.0898,-0.1826,0.0233,-0.1404,-0.0208,-0.1036,0.1186,6.3665,1.112,0.269,0.1137,0.1251,0.0989,0.1123,1,1.06,0.943,-0.0583,-0.06,0.093,0.0228,1.0294,0.0478,-0.26,34.35,0.1147,38,24,0,0,0.8158,199,226,266,113,330,247,-0.1248,-1.0078,1.1481,-0.9364,0.4961,0.5025,-1.7349,-0.4144
Alejandro Jiménez,Bournemouth,DIF,TERZINO,2354.0,-0.0908,-0.1449,-0.116,0.0531,0.157,0.038,0.1136,7.1213,1.0364,0.4125,0.1281,0.101,0.1364,0.1628,1,1.21,0.826,-0.1909,-0.21,0.046,0.0646,0.9996,0.0856,-0.156,21.04,0.7682,38,31,0,0,0.9079,200,159,273,152,29,145,-0.2365,-0.7279,0.372,0.9442,0.2847,0.2757,1.278,0.5596
Fabian Schär,Newcastle United,DIF,CENTRALE,1096.0,-0.0948,-0.1632,0.0007,-0.0282,-0.0746,-0.1288,0.1066,7.4933,1.1941,0.4259,0.1265,0.0959,0.1101,0.1192,0,0.97,0.0,-0.9849,-0.97,0.08,0.0131,1.0501,0.1562,1.137,34.43,0.1135,38,16,0,0,0.7105,201,239,281,275,332,326,-0.3958,-0.5899,1.9909,1.1198,-1.208,-1.0825,-1.7404,-1.5279
Eberechi Eze,Arsenal,ATT,TREQUARTISTA,1928.0,-0.0978,-0.1411,0.0914,-0.2011,0.5204,-0.0245,0.3631,12.2823,0.9193,0.3936,0.384,0.3714,0.3759,0.5382,7,4.82,1.452,0.993,2.18,0.225,0.1238,1.0338,0.9003,1.656,27.9,0.3956,38,33,0,0,0.9342,202,185,97,43,230,107,-0.7349,-1.1486,-0.7177,-0.0356,1.3495,1.6316,-0.7805,0.5944
Chris Wood,Nottingham Forest,ATT,CENTRAVANTI,913.0,-0.1027,0.0147,-0.1909,-0.0253,-0.0654,-0.3462,0.3947,17.3569,1.0692,0.5257,0.4741,0.3391,0.4653,,3,3.37,0.89,-0.2016,-0.37,0.332,0.0315,1.0333,0.363,0.183,34.46,0.1131,38,15,0,0,0.6974,203,317,81,125,333,329,-0.3837,-0.1642,0.4988,1.2708,0.102,0.1385,-2.2276,-2.522
Antonee Robinson,Fulham,DIF,TERZINO,1484.0,-0.1049,-0.0534,-0.0697,-0.0971,0.016,-0.0884,0.0948,8.095,0.9651,0.5123,0.1151,0.09,0.1055,0.1081,0,0.22,,-0.469,-0.22,0.013,0.0673,1.0273,0.072,-0.037,28.79,0.3185,38,22,0,0,0.7895,204,213,301,323,264,274,-0.6639,-0.3667,-0.3599,2.2521,,-0.2,-0.7953,-0.6925
Evanilson,Bournemouth,ATT,CENTRAVANTI,2810.0,-0.1074,-0.0361,-0.2024,0.5517,0.183,-0.0608,0.4692,22.0645,,0.5822,0.5086,0.4169,0.6093,0.5537,6,11.82,0.508,-1.6928,-5.82,0.379,0.0983,0.9972,0.3468,-0.245,26.63,0.5212,38,36,0,0,0.9737,205,197,37,219,183,45,0.4418,0.749,,1.8296,-0.7459,-1.7254,-0.1372,1.1143
Matt Doherty,Wolverhampton Wanderers,DIF,CENTRALE,822.0,-0.108,-0.0809,0.0053,-0.1497,-0.1657,-0.2218,0.0928,10.2135,0.8473,0.4123,0.1168,0.0932,0.0998,0.1044,0,0.08,,-0.2828,-0.08,0.009,0.0186,0.9122,0.0154,-0.442,34.35,0.1147,38,11,0,0,0.6447,206,280,304,323,330,343,-0.709,0.419,-1.5692,0.9416,,0.1185,-1.7349,-2.2238
Josh Laurent,Burnley,DIF,CENTRALE,1720.0,-0.1162,-0.1507,-0.028,-0.3491,-0.147,-0.0308,0.1055,8.8101,,0.3487,0.1115,0.1081,0.0761,0.0993,1,1.04,0.962,-0.0392,-0.04,0.054,0.0382,0.9638,0.0495,-0.285,31.05,0.1905,38,33,0,0,0.9342,207,187,284,107,305,107,-0.4201,-0.1015,,0.1081,0.5304,0.5352,-1.3854,0.8377
Harry Maguire,Manchester United,DIF,CENTRALE,1666.0,-0.1224,0.0555,-0.2341,0.0492,-0.0457,-0.1748,0.113,7.0065,0.9579,0.2302,0.1523,0.0795,0.1414,0.1365,1,1.18,0.847,-0.1657,-0.18,0.064,0.0389,0.9533,0.0914,-0.671,33.22,0.1331,38,23,0,0,0.8026,208,262,275,141,321,261,-0.2504,-0.7704,-0.4338,-1.4449,0.3226,0.3188,-1.65,-0.554
Gabriel Martinelli,Arsenal,ATT,ALA,1025.0,-0.123,-0.4039,0.0886,-0.571,-0.207,-0.0923,0.5405,14.3962,0.8364,0.2962,0.5087,0.496,0.4291,0.527,1,5.35,0.187,-1.8807,-4.35,0.47,0.2257,1.0139,0.7261,-0.547,24.93,0.6724,38,30,0,0,0.8947,209,217,18,247,115,162,1.2311,-0.7385,-1.3904,-0.9989,-1.4584,-1.9603,0.6374,0.0746
Jacob Murphy,Newcastle United,ATT,ALA,1630.0,-0.1237,0.2894,-0.6462,-0.2545,-0.0219,-0.1585,0.4366,15.3859,,0.346,0.6017,0.2735,0.4359,0.4885,3,3.1,0.968,-0.0568,-0.1,0.171,0.2639,0.9848,0.3306,-0.351,31.24,0.1835,38,33,0,0,0.9342,210,252,53,106,308,107,0.08,-0.5466,,-0.5064,0.2752,0.3195,-1.867,0.5944
Kyle Walker-Peters,West Ham,DIF,TERZINO,1365.0,-0.1248,-0.0072,-0.1994,0.0524,-0.0312,-0.1561,0.1077,8.3913,0.9319,0.1759,0.1483,0.0676,0.1042,0.1001,1,1.18,0.847,-0.1657,-0.18,0.078,0.0231,1.0282,0.1401,-0.928,29.11,0.2945,38,23,0,0,0.8026,211,251,278,141,277,261,-0.3719,-0.2568,-0.7007,-2.1566,0.3226,0.3188,-0.9059,-0.554
Noni Madueke,Arsenal,ATT,ALA,1246.0,-0.1253,-0.139,-0.0611,-0.4521,-0.2956,-0.035,0.4338,11.7833,1.0772,0.2718,0.4794,0.3861,0.4316,0.4481,2,1.99,1.005,0.0071,0.01,0.144,0.2896,0.9879,0.5374,-0.315,24.21,0.7181,38,26,0,0,0.8421,212,189,57,100,85,217,0.049,-1.2454,0.5637,-1.2402,0.3573,0.3993,0.8715,-0.6177
Emmanuel Agbadou,Wolverhampton Wanderers,DIF,CENTRALE,1093.0,-0.1279,-0.0842,-0.0962,-0.0812,-0.1169,-0.1202,0.092,10.5841,0.8502,0.4485,0.1165,0.0869,0.1001,0.1038,0,0.45,,-0.6708,-0.45,0.037,0.014,0.9448,0.0443,0.0,28.93,0.3078,38,14,0,0,0.6842,213,232,306,323,270,334,-0.7267,0.5565,-1.5394,1.416,,-0.5452,-0.8446,-1.8061
Mason Mount,Manchester United,ATT,TREQUARTISTA,1021.0,-0.1311,-0.1079,-0.1213,0.1134,0.1439,-0.1827,0.3481,8.3967,1.1766,0.4044,0.4394,0.3195,0.4601,0.4602,3,1.74,1.724,0.9552,1.26,0.153,0.1234,1.0269,0.0895,-0.585,27.37,0.4478,38,23,0,0,0.8026,214,263,105,18,212,261,-0.9006,-1.9024,1.3703,0.0712,1.9532,1.5844,-0.5131,-1.1375
Maxence Lacroix,Crystal Palace,DIF,CENTRALE,3094.0,-0.1317,-0.3397,0.0263,-0.3978,-0.2877,-0.0605,0.1245,8.9465,,0.4043,0.118,0.1305,0.1116,0.1076,1,3.02,0.331,-1.1624,-2.02,0.088,0.0375,1.0066,0.0633,-0.488,26.13,0.5687,38,35,0,0,0.9605,215,196,253,239,162,65,0.0095,-0.0509,,0.8367,-0.6098,-1.3861,0.3582,1.1158
Pau Torres,Aston Villa,DIF,CENTRALE,1679.0,-0.1327,-0.0939,-0.1088,0.1176,0.0076,-0.0875,0.0986,7.8647,1.0702,0.2406,0.1195,0.089,0.1557,0.1485,0,1.59,0.0,-1.261,-1.59,0.085,0.0005,1.0042,0.9055,3.952,29.35,0.2779,38,21,0,0,0.7763,216,212,295,275,280,288,-0.5784,-0.4521,0.719,-1.3086,-1.208,-1.5548,-0.9825,-0.8321
William Saliba,Arsenal,DIF,CENTRALE,2609.0,-0.1341,-0.2262,-0.1538,-0.1794,-0.1965,0.0385,0.1024,6.3397,1.025,0.3629,0.1179,0.0907,0.1166,0.1062,1,1.58,0.633,-0.4614,-0.58,0.055,0.0452,1.0251,0.1034,0.057,25.17,0.6538,38,31,0,0,0.9079,217,158,289,201,126,145,-0.4923,-1.0178,0.255,0.2942,-0.0641,-0.187,0.7506,0.5596
Olivier Boscagli,Brighton,DIF,CENTRALE,801.0,-0.1399,-0.1173,0.0137,0.0429,0.0427,-0.1855,0.0876,7.5078,0.8374,0.2291,0.1124,0.09,,,0,0.02,,-0.1414,-0.02,0.002,0.0169,1.0161,0.1028,-0.733,28.51,0.3412,38,12,0,0,0.6579,218,266,309,323,249,341,-0.8269,-0.5845,-1.6708,-1.4594,,0.3604,-0.6906,-2.0842
Jorge Cuenca,Fulham,DIF,CENTRALE,949.0,-0.1419,-0.1799,0.0265,-0.0447,0.0051,-0.1271,0.0941,7.5771,1.0802,0.2427,0.1051,0.1028,,0.1263,0,0.05,,-0.2236,-0.05,0.005,0.0493,0.9687,0.0364,-0.051,26.52,0.5317,38,15,0,0,0.6974,219,237,303,323,181,329,-0.6801,-0.5588,0.8216,-1.2811,,0.2198,0.1876,-1.6665
Jorrel Hato,Chelsea,DIF,CENTRALE,1131.0,-0.1476,-0.1456,-0.1298,-0.0967,-0.2586,-0.0557,0.1019,5.4225,1.0332,0.3438,0.1228,0.0953,0.1018,0.0913,0,0.34,,-0.5831,-0.34,0.027,0.0565,0.9886,0.0253,-0.784,20.21,0.7398,38,22,0,0,0.7895,220,193,290,323,63,274,-0.503,-1.3579,0.3392,0.0438,,-0.3952,1.1471,-0.6925
Victor Lindelöf,Aston Villa,DIF,CENTRALE,938.0,-0.1489,-0.1534,-0.0354,-0.199,-0.2821,-0.2129,0.1003,6.7149,1.213,0.2331,0.1073,0.108,0.0949,0.0932,0,0.16,,-0.4,-0.16,0.015,0.0576,0.9973,0.025,-0.441,31.85,0.1643,38,17,0,0,0.7237,221,276,292,323,315,322,-0.5395,-0.8786,2.1849,-1.4069,,-0.082,-1.5062,-1.3884
Valentino Livramento,Newcastle United,DIF,TERZINO,1323.0,-0.1498,-0.1421,-0.0796,-0.0803,0.0843,-0.1102,0.0846,7.2716,0.9057,0.4002,0.1141,0.0779,0.1057,0.1285,0,0.15,,-0.3873,-0.15,0.01,0.0422,0.9936,0.0339,-0.435,23.53,0.7437,38,17,0,0,0.7237,222,230,313,323,58,322,-0.8962,-0.6721,-0.9697,0.783,,-0.0603,1.165,-1.3884
Marshall Munetsi,Wolverhampton Wanderers,ATT,TREQUARTISTA,863.0,-0.1526,0.0035,-0.1553,0.506,0.505,-0.4843,0.3497,17.4673,0.8783,0.2504,0.4443,0.3114,,,1,1.83,0.546,-0.6136,-0.83,0.191,0.0396,1.023,4.7101,2.362,29.92,0.2429,38,13,0,0,0.6711,223,336,104,209,291,339,-0.8826,-0.1428,-1.0504,-1.4518,-0.6615,-0.3765,-1.5627,-2.8682
Andrey Santos,Chelsea,CEN,MEDIANO,1217.0,-0.1587,-0.1899,-0.2859,-0.4285,-0.1048,0.0183,0.2224,7.5238,1.253,0.3192,0.2437,0.196,0.1682,0.2064,1,2.56,0.391,-0.975,-1.56,0.189,0.051,1.0219,0.2719,-0.471,22.06,0.7775,38,27,0,0,0.8553,224,166,159,235,9,204,0.313,-0.9869,2.0157,-0.5208,-0.9037,-1.2359,1.2621,-0.3443
Rodrigo Muniz,Fulham,ATT,CENTRAVANTI,1001.0,-0.1604,0.0421,-0.4665,0.0116,-0.0294,-0.1656,0.4592,17.7227,1.1389,0.5102,0.5172,0.3668,0.5118,0.5358,1,4.53,0.221,-1.6585,-3.53,0.407,0.0854,1.0069,0.3525,-0.24,25.05,0.6633,38,21,0,0,0.7763,225,256,45,245,121,288,0.3305,-0.0932,1.0644,1.1175,-1.3829,-1.6825,0.5907,-1.4836
Bashir Humphreys,Burnley,DIF,CENTRALE,1585.0,-0.1639,0.0228,-0.3167,-0.0323,-0.1002,-0.0884,0.0973,10.877,0.9044,0.3411,0.1377,0.0649,0.1213,0.1005,0,0.53,0.0,-0.728,-0.53,0.03,0.0488,0.9623,0.0429,-0.392,22.57,0.7674,38,20,0,0,0.7632,226,213,296,275,32,301,-0.6062,0.6651,-0.983,0.0085,-1.208,-0.643,1.2743,-0.9706
Tyler Adams,Bournemouth,CEN,MEDIANO,1805.0,-0.1673,-0.4226,0.155,0.3337,0.2717,-0.2215,0.1366,7.6139,0.9166,0.2935,0.1373,0.1698,0.1968,0.1945,2,0.93,2.151,1.1095,1.07,0.046,0.0613,0.9905,0.3445,0.853,27.27,0.4581,38,25,0,0,0.8289,227,279,236,6,206,232,-0.984,-0.9607,-0.8689,-0.8266,1.9595,1.6828,-0.1385,-0.6912
Crysencio Summerville,West Ham,ATT,ESTERNO_C,2509.0,-0.1674,-0.7758,0.1968,-0.5887,-0.3928,-0.1121,0.3404,19.1033,1.385,0.5346,0.3278,0.3827,0.3566,0.4285,5,5.71,0.876,-0.2971,-0.71,0.205,0.1155,1.0024,0.2785,-0.18,24.56,0.698,38,31,0,0,0.9079,228,231,110,130,100,145,-0.9862,0.1746,3.0,1.3588,0.071,0.0191,0.7685,0.2483
Tosin Adarabioyo,Chelsea,DIF,CENTRALE,791.0,-0.1715,-0.0663,-0.1489,-0.0823,-0.0824,-0.1663,0.0954,5.4402,1.0909,0.2311,0.1163,0.0976,,,0,0.08,,-0.2828,-0.08,0.009,0.0478,1.0485,0.016,-0.491,28.66,0.3288,38,16,0,0,0.7105,229,257,300,323,259,326,-0.6494,-1.3514,0.9315,-1.4331,,0.1185,-0.7478,-1.5279
Amadou Onana,Aston Villa,CEN,MEDIANO,1793.0,-0.1743,-0.1072,-0.2622,-0.7238,-0.4822,-0.1268,0.1793,10.2281,1.1164,0.3813,0.2109,0.1615,0.1356,0.1772,2,2.78,0.719,-0.4678,-0.78,0.14,0.0246,0.9753,0.2052,0.446,24.77,0.684,38,25,0,0,0.8289,230,236,194,180,106,232,-0.3385,-0.1999,0.8443,0.2183,-0.3701,-0.5257,0.8521,-0.6912
Djed Spence,Tottenham,DIF,TERZINO,2068.0,-0.1785,-0.1526,-0.3407,-0.3361,-0.221,-0.0823,0.1281,9.6885,1.092,0.3081,0.153,0.0989,0.1005,0.124,0,1.14,0.0,-1.0677,-1.14,0.05,0.0809,1.0101,0.0255,-0.757,25.79,0.6003,38,30,0,0,0.8947,231,211,249,275,147,162,0.092,0.2243,0.9428,-0.424,-1.208,-1.2241,0.5039,0.42
Axel Disasi,West Ham,DIF,CENTRALE,1258.0,-0.1799,-0.1632,-0.1581,0.0781,-0.1879,-0.2236,0.1024,9.5081,1.0961,0.2815,0.13,0.0896,0.1495,0.102,0,1.08,0.0,-1.0392,-1.08,0.077,0.0014,0.9853,0.014,-0.822,28.2,0.368,38,14,0,0,0.6842,232,283,288,275,238,334,-0.492,0.1574,0.9849,-0.7726,-1.208,-1.1754,-0.5671,-1.8061
Omari Hutchinson,Nottingham Forest,ATT,ALA,1664.0,-0.18,-0.1684,-0.2556,-0.0012,-0.252,0.0754,0.398,17.2477,1.0348,0.3167,0.4477,0.3645,0.4519,0.4024,1,2.17,0.461,-0.7942,-1.17,0.117,0.2666,1.0021,0.524,-0.241,22.57,0.7674,38,31,0,0,0.9079,233,142,79,226,32,145,-0.348,-0.1854,0.2196,-0.7961,-0.8502,-0.6022,1.124,0.2483
Diego Gómez,Brighton,ATT,ALA,2186.0,-0.185,-0.2145,-0.1618,0.1113,1.1185,-0.1543,0.3674,17.0593,0.9749,0.3913,0.4146,0.3475,0.4646,0.6678,5,6.4,0.781,-0.5534,-1.4,0.263,0.0852,0.9982,0.6906,0.817,23.16,0.7494,38,32,0,0,0.9211,234,249,95,161,52,126,-0.6864,-0.2219,-0.2665,-0.0583,-0.1399,-0.3012,1.0318,0.422
Martín Zubimendi,Arsenal,CEN,MEZZALA,3040.0,-0.1892,-0.2944,-0.2376,-0.2492,-0.0677,-0.0017,0.132,6.6579,,0.3764,0.1631,0.1239,0.1508,0.1632,5,2.95,1.695,1.1936,2.05,0.087,0.0326,1.0226,0.0964,-0.211,27.3,0.455,38,38,0,0,1.0,235,175,242,21,208,8,-1.0549,-1.2389,,0.16,1.2177,1.8006,-0.1521,1.557
Nico González,Manchester City,CEN,MEDIANO,1576.0,-0.1904,-0.1823,-0.2013,-0.0176,-0.1917,-0.0214,0.1227,5.2321,1.0155,0.3536,0.1653,0.1188,0.161,0.1534,1,0.61,1.639,0.4993,0.39,0.035,0.0503,1.0096,0.1155,0.385,24.39,0.7083,38,25,0,0,0.8289,236,182,256,27,94,232,-1.1952,-1.6538,-0.0209,-0.1114,1.1266,0.8284,0.9587,-0.6912
James Hill,Bournemouth,DIF,CENTRALE,2100.0,-0.1938,-0.1813,-0.3088,0.0042,-0.2889,-0.059,0.1088,6.7242,1.0503,0.3789,0.131,0.0911,0.1483,0.1279,0,0.96,0.0,-0.9798,-0.96,0.041,0.0613,0.983,0.0834,0.007,24.37,0.7094,38,29,0,0,0.8816,237,194,277,275,92,176,-0.3461,-0.8751,0.5147,0.5038,-1.208,-1.0738,1.0069,0.2815
Cristhian Mosquera,Arsenal,DIF,CENTRALE,976.0,-0.1966,-0.1396,-0.1863,-0.0328,-0.1722,-0.0659,0.0783,4.3291,1.0073,0.3424,0.1148,0.0744,0.1115,0.112,0,0.09,,-0.3,-0.09,0.008,0.0267,1.011,0.0438,0.263,21.91,0.7785,38,20,0,0,0.7632,238,201,324,323,5,301,-1.0391,-1.7635,0.0733,0.0255,,0.0891,1.3255,-0.9706
Lisandro Martínez,Manchester United,DIF,CENTRALE,1217.0,-0.1968,-0.1501,-0.1556,-0.0676,-0.1835,-0.173,0.0787,5.1796,1.0627,0.2876,0.1122,0.0724,0.1027,0.0901,0,0.11,,-0.3317,-0.11,0.008,0.034,1.0264,0.0215,-0.363,28.34,0.3557,38,18,0,0,0.7368,239,260,322,323,243,314,-1.0301,-1.448,0.642,-0.6927,,0.0349,-0.6238,-1.2498
Enzo Le Fée,Sunderland,ATT,TREQUARTISTA,2953.0,-0.1982,-0.15,-0.1732,-0.2896,0.0652,0.0742,0.3193,21.5395,,0.2087,0.3551,0.3142,0.3372,0.3823,2,2.21,0.905,-0.1413,-0.21,0.067,0.2298,0.999,1.2725,0.737,26.3,0.5526,38,36,0,0,0.9737,240,143,117,123,169,45,-1.2194,0.6472,,-1.8642,0.1353,0.2139,0.0237,1.1143
Jaydee Canvot,Crystal Palace,DIF,CENTRALE,1334.0,-0.1988,-0.0423,-0.371,-0.3152,-0.2142,-0.1004,0.1151,8.4215,0.9143,0.3196,0.1593,0.0716,0.0817,0.1013,0,1.57,0.0,-1.253,-1.57,0.106,0.0054,1.0235,0.1083,0.312,19.82,0.723,38,20,0,0,0.7632,241,223,271,275,82,301,-0.204,-0.2456,-0.8814,-0.2733,-1.208,-1.5411,1.0696,-0.9706
Abduqodir Khusanov,Manchester City,DIF,CENTRALE,1421.0,-0.2009,-0.1324,-0.2264,0.0271,-0.2185,-0.0674,0.0964,5.7743,0.9525,0.3101,0.1272,0.0835,0.1359,0.1198,0,0.67,0.0,-0.8185,-0.67,0.042,0.0367,0.9956,0.094,0.532,22.23,0.7753,38,21,0,0,0.7763,242,202,298,275,16,288,-0.628,-1.2275,-0.4893,-0.3978,-1.208,-0.7979,1.3107,-0.8321
Murillo,Nottingham Forest,DIF,CENTRALE,2132.0,-0.2014,-0.1738,-0.0907,-0.0174,-0.0888,-0.0676,0.0608,6.7856,0.8357,0.3859,0.0796,0.0658,0.0947,0.0896,1,0.6,1.667,0.5164,0.4,0.025,0.0127,0.9674,0.0427,0.186,23.89,0.7325,38,25,0,0,0.8289,243,203,337,25,70,232,-1.4358,-0.8524,-1.6883,0.5956,1.8045,1.4856,1.1134,-0.2759
Lucas Paquetá,West Ham,ATT,MEZZALA,1544.0,-0.2037,-0.523,0.3125,0.1199,0.3457,-0.4492,0.3078,17.4838,0.8597,0.4885,0.3121,0.3846,0.4525,0.4825,2,0.91,2.198,1.1426,1.09,0.053,0.1755,0.9916,0.2212,-0.024,28.74,0.3224,38,18,0,0,0.7368,244,331,125,4,262,314,-1.3474,-0.1396,-1.2013,0.9029,3.0,1.8186,-1.1555,-2.0035
Ayden Heaven,Manchester United,DIF,CENTRALE,923.0,-0.2059,-0.2127,-0.1329,-0.2265,0.0253,-0.1505,0.0919,5.367,1.1236,0.2327,0.1195,0.0851,0.0985,0.1345,0,0.22,,-0.469,-0.22,0.021,0.0351,1.0358,0.0076,-0.919,19.67,0.7163,38,17,0,0,0.7237,245,247,307,323,87,322,-0.7303,-1.3785,1.2672,-1.4122,,-0.2,1.0387,-1.3884
Raúl Jiménez,Fulham,ATT,CENTRAVANTI,2215.0,-0.2106,-0.2039,-0.2713,-0.6103,-0.5511,0.0489,0.4398,21.5447,,0.5222,0.4986,0.3765,0.4037,0.4135,5,8.98,0.557,-1.3281,-3.98,0.365,0.0784,0.9987,0.3203,-0.249,21.04,0.7682,38,36,0,0,0.9737,246,153,50,208,29,45,0.1153,0.6482,,1.2362,-0.6371,-1.2695,1.1281,1.1143
Boubacar Kamara,Aston Villa,CEN,MEDIANO,1434.0,-0.2154,-0.1806,-0.1208,-0.1348,-0.2391,-0.1257,0.1508,9.8962,0.9373,0.406,0.1736,0.161,0.1611,0.1566,1,1.06,0.943,-0.0583,-0.06,0.067,0.0452,0.9996,0.1766,0.731,26.5,0.5336,38,18,0,0,0.7368,247,235,223,113,179,314,-0.7699,-0.2965,-0.6914,0.5123,-0.0057,0.0477,0.1926,-1.9013
